date,cases,deaths
2020-04-01,1,0.0
2020-04-02,1,0.0
2020-04-03,1,0.0
2020-04-04,1,0.0
2020-04-05,1,0.0
2020-04-06,1,0.0
2020-04-07,1,0.0
2020-04-08,1,0.0
2020-04-09,1,0.0
2020-04-10,1,0.0
2020-04-11,1,0.0
2020-04-12,1,0.0
2020-04-13,1,0.0
2020-04-14,1,0.0
2020-04-15,1,0.0
2020-04-16,1,0.0
2020-04-17,1,0.0
2020-04-18,1,0.0
2020-04-19,1,0.0
2020-04-20,1,0.0
2020-04-21,1,0.0
2020-04-22,1,0.0
2020-04-23,1,0.0
2020-04-24,1,0.0
2020-04-25,1,0.0
2020-04-26,1,0.0
2020-04-27,1,0.0
2020-04-28,1,0.0
2020-04-29,1,0.0
2020-04-30,1,0.0
2020-05-01,1,0.0
2020-05-02,1,0.0
2020-05-03,1,0.0
2020-05-04,1,0.0
2020-05-05,1,0.0
2020-05-06,1,0.0
2020-05-07,2,0.0
2020-05-08,2,0.0
2020-05-09,2,0.0
2020-05-10,2,0.0
2020-05-11,2,0.0
2020-05-12,2,0.0
2020-05-13,2,0.0
2020-05-14,2,0.0
2020-05-15,2,0.0
2020-05-16,2,0.0
2020-05-17,2,0.0
2020-05-18,2,0.0
2020-05-19,2,0.0
2020-05-20,2,0.0
2020-05-21,2,0.0
2020-05-22,2,0.0
2020-05-23,2,0.0
2020-05-24,3,0.0
2020-05-25,3,0.0
2020-05-26,3,0.0
2020-05-27,3,0.0
2020-05-28,3,0.0
2020-05-29,3,0.0
2020-05-30,3,0.0
2020-05-31,3,0.0
2020-06-01,3,0.0
2020-06-02,3,0.0
2020-06-03,3,0.0
2020-06-04,3,0.0
2020-06-05,3,0.0
2020-06-06,3,0.0
2020-06-07,3,0.0
2020-06-08,3,0.0
2020-06-09,3,0.0
2020-06-10,3,0.0
2020-06-11,4,0.0
2020-06-12,3,0.0
2020-06-13,3,0.0
2020-06-14,4,0.0
2020-06-15,4,0.0
2020-06-16,4,0.0
2020-06-17,4,0.0
2020-06-18,4,0.0
2020-06-19,4,0.0
2020-06-20,4,0.0
2020-06-21,4,0.0
2020-06-22,4,0.0
2020-06-23,4,0.0
2020-06-24,4,0.0
2020-06-25,4,0.0
2020-06-26,5,0.0
2020-06-27,6,0.0
2020-06-28,6,0.0
2020-06-29,6,0.0
2020-06-30,7,0.0
2020-07-01,7,0.0
2020-07-02,7,0.0
2020-07-03,7,0.0
2020-07-04,7,0.0
2020-07-05,7,0.0
2020-07-06,7,0.0
2020-07-07,7,0.0
2020-07-08,9,0.0
2020-07-09,9,0.0
2020-07-10,9,0.0
2020-07-11,9,0.0
2020-07-12,9,0.0
2020-07-13,9,0.0
2020-07-14,10,0.0
2020-07-15,10,0.0
2020-07-16,9,0.0
2020-07-17,10,0.0
2020-07-18,10,0.0
2020-07-19,10,0.0
2020-07-20,10,0.0
2020-07-21,10,0.0
2020-07-22,10,0.0
2020-07-23,14,0.0
2020-07-24,16,0.0
2020-07-25,17,0.0
2020-07-26,17,0.0
2020-07-27,17,0.0
