date,cases,deaths
2020-03-27,1,0
2020-03-28,2,0
2020-03-29,3,0
2020-03-30,4,0
2020-03-31,5,0
2020-04-01,5,0
2020-04-02,5,0
2020-04-03,8,0
2020-04-04,11,0
2020-04-05,12,0
2020-04-06,14,0
2020-04-07,14,0
2020-04-08,16,0
2020-04-09,16,1
2020-04-10,17,1
2020-04-11,17,1
2020-04-12,18,1
2020-04-13,18,1
2020-04-14,19,1
2020-04-15,19,1
2020-04-16,21,1
2020-04-17,23,2
2020-04-18,23,2
2020-04-19,23,2
2020-04-20,23,2
2020-04-21,23,2
2020-04-22,24,2
2020-04-23,25,2
2020-04-24,26,2
2020-04-25,28,2
2020-04-26,30,2
2020-04-27,30,2
2020-04-28,31,2
2020-04-29,34,2
2020-04-30,35,2
2020-05-01,37,2
2020-05-02,37,2
2020-05-03,37,2
2020-05-04,38,2
2020-05-05,39,2
2020-05-06,40,2
2020-05-07,40,2
2020-05-08,40,2
2020-05-09,40,2
2020-05-10,42,2
2020-05-11,46,2
2020-05-12,48,2
2020-05-13,49,2
2020-05-14,51,2
2020-05-15,56,2
2020-05-16,58,2
2020-05-17,57,2
2020-05-18,59,2
2020-05-19,62,2
2020-05-20,62,2
2020-05-21,63,2
2020-05-22,73,2
2020-05-23,73,2
2020-05-24,80,2
2020-05-25,88,2
2020-05-26,96,2
2020-05-27,99,2
2020-05-28,103,2
2020-05-29,113,2
2020-05-30,129,2
2020-05-31,137,2
2020-06-01,152,2
2020-06-02,158,2
2020-06-03,168,2
2020-06-04,181,3
2020-06-05,207,3
2020-06-06,211,3
2020-06-07,229,3
2020-06-08,234,3
2020-06-09,244,3
2020-06-10,254,3
2020-06-11,273,3
2020-06-12,279,3
2020-06-13,296,3
2020-06-14,308,3
2020-06-15,313,3
2020-06-16,332,3
2020-06-17,337,3
2020-06-18,358,3
2020-06-19,366,3
2020-06-20,378,3
2020-06-21,385,3
2020-06-22,394,3
2020-06-23,401,3
2020-06-24,410,3
2020-06-25,436,3
2020-06-26,442,3
2020-06-27,453,3
2020-06-28,472,3
2020-06-29,481,3
2020-06-30,488,3
2020-07-01,499,3
2020-07-02,504,4
2020-07-03,516,5
2020-07-04,539,5
2020-07-05,550,5
2020-07-06,554,5
2020-07-07,561,5
2020-07-08,567,5
2020-07-09,570,5
2020-07-10,575,5
2020-07-11,580,5
2020-07-12,587,5
2020-07-13,589,5
2020-07-14,592,5
2020-07-15,603,5
2020-07-16,610,6
2020-07-17,614,7
2020-07-18,652,9
2020-07-19,677,9
2020-07-20,698,9
2020-07-21,708,9
2020-07-22,730,9
2020-07-23,737,10
2020-07-24,750,10
2020-07-25,773,10
2020-07-26,779,12
2020-07-27,785,12
2020-07-28,787,12
2020-07-29,788,12
2020-07-30,807,12
2020-07-31,815,13
2020-08-01,833,13
2020-08-02,835,13
2020-08-03,838,13
2020-08-04,841,14
2020-08-05,843,13
2020-08-06,846,13
2020-08-07,859,13
2020-08-08,866,13
2020-08-09,871,13
2020-08-10,881,13
2020-08-11,887,13
2020-08-12,891,13
2020-08-13,891,13
2020-08-14,897,13
2020-08-15,900,13
2020-08-16,901,13
2020-08-17,905,13
2020-08-18,907,13
2020-08-19,909,13
2020-08-20,918,13
2020-08-21,920,13
2020-08-22,921,13
2020-08-23,921,13
2020-08-24,1005,13
2020-08-25,1013,14
2020-08-26,1021,18
2020-08-27,1028,18
2020-08-28,1037,18
2020-08-29,1038,18
2020-08-30,1043,18
2020-08-31,1048,18
2020-09-01,1054,19
2020-09-02,1054,19
2020-09-03,1077,19
2020-09-04,1090,19
2020-09-05,1103,19
2020-09-06,1105,19
2020-09-07,1112,19
2020-09-08,1118,19
2020-09-09,1127,19
2020-09-10,1143,19
2020-09-11,1146,19
2020-09-12,1157,19
2020-09-13,1162,19
2020-09-14,1169,19
2020-09-15,1169,19
2020-09-16,1175,19
2020-09-17,1186,19
2020-09-18,1193,19
2020-09-19,1206,19
2020-09-20,1209,19
2020-09-21,1218,19
2020-09-22,1222,19
2020-09-23,1226,19
2020-09-24,1231,19
2020-09-25,1236,19
2020-09-26,1238,19
2020-09-27,1268,19
2020-09-28,1279,19
2020-09-29,1291,19
2020-09-30,1321,19
2020-10-01,1327,19
2020-10-02,1353,19
2020-10-03,1372,19
2020-10-04,1380,19
2020-10-05,1384,19
2020-10-06,1394,19
2020-10-07,1431,19
2020-10-08,1456,19
2020-10-09,1468,19
2020-10-10,1500,20
2020-10-11,1508,20
2020-10-12,1543,20
2020-10-13,1557,21
2020-10-14,1565,21
2020-10-15,1587,22
2020-10-16,1640,22
2020-10-17,1689,22
2020-10-18,1711,22
2020-10-19,1750,22
2020-10-20,1787,24
2020-10-21,1811,25
2020-10-22,1845,26
